scl-CEMV026  ----   ----- 00 58 20.51 -33 26 54.2 0.3934555 -- 20.370 20.120 19.649 0.535 0.418 0.325 0 1 RRc
scl-CEMV027  ----   ----- 00 58 22.85 -33 48 34.8 0.3700876 -- 20.465 20.194 19.742 0.657 0.499 0.368 2 0 RRc
scl-CEMV028  ----   ----- 00 58 31.22 -33 35 27.9 0.3203025 -- 20.388 20.184 19.824 0.705 0.567 0.238 0 1 RRc
scl-CEMV030  ----   ----- 00 58 32.76 -33 46 08.8 0.6897029 -- 20.408 20.036 19.468 0.971 0.725 0.388 0 1 RRab
scl-CEMV031  V399   ----- 00 58 33.54 -33 37 23.7 0.5836000 -- 20.519 20.173 19.606 0.652 0.548 0.306 0 1 RRab
scl-CEMV032  V336   ----- 00 58 34.15 -33 51 25.4 0.5630753 -- 20.574 20.215 19.692 1.101 0.980 0.637 0 1 RRab
scl-CEMV033  V431   ----- 00 58 35.20 -33 46 12.2 0.3609695 -- 20.382 20.138 19.679 0.649 0.522 0.259 0 1 RRc
scl-CEMV034  V303   ----- 00 58 36.35 -33 41 37.3 0.3495360 -- 20.442 20.201 19.803 0.612 0.517 0.325 0 1 RRc
scl-CEMV035  V250   ----- 00 58 43.74 -33 42 06.1 0.6803114 -- 20.415 20.074 19.474 1.108 0.852 0.577 0 1 RRab
scl-CEMV036  ----   ----- 00 58 43.85 -33 21 58.1 0.337761  -- 20.279 20.111 19.754 0.594 0.530 0.269 0 1 RRc
scl-CEMV037  ----   ----- 00 58 44.07 -33 40 26.2 0.6682190 -- 20.344 20.015 19.432 1.251 1.060 0.714 0 1 RRab
scl-CEMV038  V246   ----- 00 58 44.60 -33 57 46.3 0.6700931 -- 20.357 20.043 19.547 1.163 0.961 0.608 0 1 RRab
scl-CEMV039  V556   ----- 00 58 45.04 -33 42 03.1 0.525160  -- 20.505 20.215 19.900 1.167 1.029 0.460 3 0 RRab
scl-CEMV040  ----   ----- 00 58 45.51 -33 38 32.8 0.3107837 -- 20.469 20.239 19.848 0.698 0.533 0.325 3 0 RRc
scl-CEMV042  ----   ----- 00 58 47.73 -33 34 01.5 0.3027722 -- 20.412 20.194 19.839 0.689 0.568 0.343 0 1 RRc
scl-CEMV043  ----   ----- 00 58 48.10 -33 55 48.6 0.2857029 :  20.403 20.216 19.866 0.259 0.242 0.192 2 0 RRc
scl-CEMV044  V485   ----- 00 58 48.46 -33 57 55.5 0.3550839 -- 20.487 20.240 19.831 0.555 0.448 0.211 0 1 RRc
scl-CEMV045  ----   ----- 00 58 49.27 -33 39 58.7 0.638994  -- 20.447 20.122 19.630 0.637 0.618 0.424 2 0 RRab
scl-CEMV046  V135   ----- 00 58 49.35 -33 47 17.0 0.5100380 -- 20.466 20.186 19.786 1.494 1.262 0.723 0 1 RRab
scl-CEMV047  V534   ----- 00 58 50.28 -33 30 31.4 0.4927699 -- 20.551 20.271 19.790 1.320 1.030 0.715 2 0 RRab
scl-CEMV049  V496   ----- 00 58 50.83 -33 51 21.2 0.3651721 -- 20.168 19.972 19.585 0.385 0.313 0.255 3 0 RRc
scl-CEMV050  V460   ----- 00 58 51.56 -33 38 06.7 0.3630319 -- 20.428 20.175 19.762 0.529 0.442 0.169 2 0 RRd
scl-CEMV051  ----   ----- 00 58 51.97 -33 25 19.7 0.780878  -- 20.420 20.042 19.410 0.420 0.297 0.216 0 1 RRab
scl-CEMV052  V298   ----- 00 58 52.15 -33 40 48.6 0.3310315 -- 20.307 20.099 19.724 0.798 0.608 0.426 0 1 RRc
scl-CEMV054  V349   ----- 00 58 53.58 -33 47 35.4 0.7052541 -- 20.470 20.098 19.533 0.869 0.688 0.347 0 1 RRab
scl-CEMV055  ----   ----- 00 58 53.73 -33 35 08.6 0.4858574 :  20.328 20.118 19.791 1.409 1.128 0.408 2 0 RRab
scl-CEMV056  V400   ----- 00 58 53.80 -33 50 03.7 0.3792275 -- 20.378 20.126 19.688 0.594 0.465 0.306 2 0 RRd
scl-CEMV057  V134   ----- 00 58 55.73 -33 49 54.3 0.6853101 -- 20.193 19.875 19.419 1.299 1.122 0.504 0 1 RRab
scl-CEMV058  V350   ----- 00 58 55.95 -33 44 44.8 0.3509157 -- 20.283 20.114 19.698 0.602 0.530 0.229 0 1 RRc
scl-CEMV059  V297   ----- 00 58 56.29 -33 38 59.7 0.3487819 -- 20.388 20.141 19.726 0.641 0.514 0.297 0 1 RRc
scl-CEMV060  V253   ----- 00 58 57.47 -33 29 21.2 0.6199862 -- 20.446 20.124 19.618 1.263 1.049 0.578 0 1 RRab
scl-CEMV061  V220   ----- 00 58 58.06 -33 52 25.0 0.5726723 :  20.442 20.067 19.623 0.880 0.869 0.370 5 0 RRab
scl-CEMV062  V502   ----- 00 58 58.55 -33 48 10.7 0.2787573 -- 20.348 20.184 19.882 0.382 0.304 0.170 0 1 RRc
scl-CEMV063  V378   ----- 00 58 59.57 -34 16 28.4 0.3580544 -- 20.283 20.076 19.520 0.659 0.543 0.831 0 1 RRc
scl-CEMV064  V481   ----- 00 59 00.15 -33 42 32.3 0.7327030 -- 20.410 20.044 19.439 0.859 0.639 0.417 0 1 RRab
scl-CEMV065  V393   ----- 00 59 00.51 -33 26 50.9 0.3588774 -- 20.470 20.209 19.767 0.565 0.456 0.308 0 1 RRc
scl-CEMV066  V548   ----- 00 59 02.04 -33 51 37.9 0.3417124 :  20.445 20.192 19.789 0.516 0.324 0.027 2 0 RRd
scl-CEMV067  V294   ----- 00 59 02.44 -33 42 33.0 0.5220023 -- 20.298 20.084 19.645 1.472 1.158 0.609 0 1 RRab
scl-CEMV068  V501   ----- 00 59 02.44 -33 48 58.6 0.652884  :  20.649 20.312 19.720 0.532 0.378 0.335 1 0 RRab
scl-CEMV069  V133   ----- 00 59 03.59 -33 38 16.2 0.4942949 -- 20.440 20.157 19.652 1.661 1.391 0.814 0 1 RRab
scl-CEMV070  V333   ----- 00 59 03.65 -33 55 26.5 0.6500310 -- 20.406 20.104 19.545 1.055 0.891 0.470 0 1 RRab
scl-CEMV071  V132   ----- 00 59 04.10 -33 40 16.3 0.5864100 -- 20.515 20.166 19.667 1.047 0.777 0.480 0 1 RRab
scl-CEMV072  V218   ----- 00 59 04.22 -33 42 41.5 0.6116670 -- 20.323 20.069 19.564 1.484 1.168 0.629 0 1 RRab
scl-CEMV073  V260   ----- 00 59 04.40 -33 45 35.3 0.2876310 -- 20.435 20.230 19.921 0.686 0.552 0.329 0 1 RRc
scl-CEMV074  ----   ----- 00 59 04.25 -34 03 55.9 0.777326  -- 20.527 20.136 19.400 0.233 0.157 0.361 4 0 RRab
scl-CEMV076  V131   ----- 00 59 04.76 -33 51 11.0 0.5822830 -- 20.549 20.236 19.722 1.040 0.812 0.498 0 1 RRab
scl-CEMV077  ----   ----- 00 59 05.18 -33 29 27.8 0.7738391 -- 20.395 20.034 19.452 0.769 0.603 0.398 0 1 RRab
scl-CEMV078  V300   ----- 00 59 05.34 -33 32 25.3 0.5279503 :  20.336 20.132 19.787 0.516 0.620 0.431 1 0 RRab
scl-CEMV079  V495   ----- 00 59 05.74 -33 51 17.4 0.3568383 -- 20.488 20.225 19.801 0.540 0.443 0.228 0 1 RRc
scl-CEMV080  V516   ----- 00 59 08.08 -33 48 23.9 0.3499820 -- 20.417 20.125 19.743 0.634 0.523 0.416 2 0 RRc
scl-CEMV081  V227   ----- 00 59 08.30 -33 40 49.0 0.5599873 -- 20.532 20.197 19.705 1.102 0.949 0.541 0 1 RRab
scl-CEMV083  V217   ----- 00 59 09.63 -33 42 45.8 0.3549074 -- 20.490 20.228 19.805 0.573 0.415 0.263 2 1 RRc
scl-CEMV084  V258   ----- 00 59 09.58 -33 47 09.6 0.6420571 -- 20.452 20.131 19.600 1.081 0.898 0.520 0 1 RRab
scl-CEMV085  V130   ----- 00 59 09.95 -33 35 27.2 0.5618089 -- 20.375 20.124 19.645 1.453 1.187 0.570 0 1 RRab
scl-CEMV086  V404   ----- 00 59 10.24 -33 44 45.1 0.5281349 -- 20.507 20.201 19.750 0.769 0.764 0.559 3 0 RRab
scl-CEMV087  V216   ----- 00 59 10.48 -33 39 54.2 0.5689623 -- 20.508 20.166 19.658 1.378 1.119 0.593 0 1 RRab
scl-CEMV088  ----   ----- 00 59 11.58 -33 37 49.9 0.5135070 -- 20.460 20.180 19.733 1.185 0.886 0.652 0 1 RRab
scl-CEMV089  ----   ----- 00 59 11.50 -33 43 36.8 0.3581616 -- 20.455 20.194 19.746 0.539 0.441 0.275 3 0 RRc
scl-CEMV090  ----   ----- 00 59 11.77 -33 36 10.8 0.3562487 -- 20.484 20.222 19.810 0.552 0.434 0.191 3 0 RRc
scl-CEMV091  ----   ----- 00 59 12.03 -33 42 30.5 0.7664330 -- 20.415 20.022 19.462 0.707 0.609 0.314 3 0 RRab
scl-CEMV092  V14    ----- 00 59 13.41 -33 43 59.4 0.5440512 -- 20.408 20.115 19.704 1.503 1.210 0.742 0 1 RRab
scl-CEMV093  V510   ----- 00 59 13.49 -33 45 43.9 0.3495626 -- 20.499 20.223 19.806 0.450 0.466 0.294 2 0 RRd
scl-CEMV094  V256   ----- 00 59 13.79 -33 22 29.4 0.689117  -- 20.493 20.143 19.570 0.878 0.761 0.437 0 1 RRab
scl-CEMV095  V215   ----- 00 59 14.29 -33 36 14.4 0.5880880 -- 20.436 20.111 19.625 1.315 1.037 0.630 0 1 RRab
scl-CEMV096  V128   ----- 00 59 14.57 -33 48 10.5 0.5028263 -- 20.540 20.272 19.836 1.037 0.819 0.520 5 0 RRab
scl-CEMV097  V129   ----- 00 59 14.84 -33 39 32.7 0.5066312 -- 20.444 20.202 19.734 1.662 1.336 0.701 0 1 RRab
scl-CEMV098  ----   ----- 00 59 14.77 -33 45 10.0 0.3488206 -- 20.237 20.024 19.667 0.475 0.354 0.213 0 1 RRc
scl-CEMV099  V515   ----- 00 59 15.21 -33 44 20.9 0.6660121 -- 20.387 20.081 19.510 1.022 0.730 0.465 1 0 RRab
scl-CEMV100  ----   ----- 00 59 15.69 -33 52 46.8 0.2806155 -- 20.318 20.143 19.833 0.141 0.102 0.099 4 0 RRc
scl-CEMV102  V568   ----- 00 59 16.56 -33 29 45.4 0.3540555 -- 20.469 20.195 19.756 0.566 0.460 0.230 2 0 RRd
scl-CEMV103  V459   ----- 00 59 16.45 -33 40 20.2 0.3585436 -- 20.504 20.193 19.723 0.461 0.348 0.263 2 0 RRd
scl-CEMV104  V389   ----- 00 59 16.74 -33 41 45.3 0.3559336 -- 20.398 20.130 19.679 0.736 0.589 0.316 2 0 RRc
scl-CEMV106  V230   ----- 00 59 17.14 -33 43 12.2 0.6394425 -- 20.395 20.045 19.527 1.347 1.048 0.612 0 1 RRab
scl-CEMV107  ----   ----- 00 59 17.31 -33 35 35.1 0.3846681 -- 20.198 19.977 19.595 0.665 0.519 0.311 0 1 RRc
scl-CEMV108  V517   ----- 00 59 17.47 -33 48 07.7 0.7100453 -- 20.336 19.986 19.498 1.219 0.941 0.590 0 1 RRab
scl-CEMV109  V296   ----- 00 59 18.40 -33 39 28.6 0.2860170 -- 20.410 20.230 19.904 0.682 0.543 0.291 0 1 RRc
scl-CEMV110  V127   ----- 00 59 18.80 -33 52 28.7 0.6855105 -- 20.341 20.012 19.448 1.050 0.861 0.509 0 1 RRab
scl-CEMV111  V232   ----- 00 59 19.07 -33 42 08.0 0.5076465 -- 20.319 20.124 19.744 1.955 1.204 0.576 2 0 RRab
scl-CEMV112  V214   ----- 00 59 19.30 -33 36 39.1 0.3550091 -- 20.498 20.208 19.782 0.570 0.428 0.277 0 1 RRc
scl-CEMV113  ----   ----- 00 59 19.25 -34 13 27.1 0.418968  -- 20.323 20.049 19.507 0.476 0.371 0.462 0 1 RRc
scl-CEMV114  V422   ----- 00 59 19.67 -33 58 22.9 0.6348082 -- 20.440 20.177 19.744 0.750 0.549 0.303 2 0 RRab
scl-CEMV115  V371   ----- 00 59 19.80 -33 49 43.7 0.3677510 -- 20.417 20.145 19.715 0.588 0.464 0.308 0 1 RRc
scl-CEMV116  V213   ----- 00 59 19.83 -33 55 12.9 0.6068866 -- 20.469 20.117 19.601 1.301 0.801 0.703 5 0 RRab
scl-CEMV118  ----   ----- 00 59 21.36 -33 40 58.4 0.3384301 -- 20.360 20.141 19.747 0.670 0.558 0.306 0 1 RRc
scl-CEMV119  V126   ----- 00 59 21.94 -33 36 51.6 0.2947553 -- 20.364 20.146 19.836 0.628 0.508 0.285 0 1 RRc
scl-CEMV120  V295   ----- 00 59 21.97 -33 46 43.0 0.5913683 -- 20.492 20.158 19.707 1.257 1.058 0.561 0 1 RRab
scl-CEMV122  V212   ----- 00 59 23.24 -33 44 19.6 0.3715502 -- 20.341 20.105 19.667 0.624 0.510 0.276 0 1 RRc
scl-CEMV123  ----   ----- 00 59 23.79 -33 41 49.5 0.6089442 -- 20.657 20.269 19.687 0.714 0.585 0.259 0 1 RRab
scl-CEMV124  ----   ----- 00 59 24.10 -33 42 58.2 0.3599114 -- 20.434 20.180 19.778 0.576 0.510 0.415 2 0 RRd
scl-CEMV125  V499   ----- 00 59 24.23 -33 42 44.4 0.5249250 -- 20.483 20.233 19.693 1.286 1.084 0.550 5 0 RRab
scl-CEMV126  V125   ----- 00 59 24.69 -33 46 44.0 0.5187018 -- 20.486 20.193 19.768 1.540 1.290 0.772 0 1 RRab
scl-CEMV127  V476   ----- 00 59 24.91 -33 38 35.2 0.3778837 -- 20.395 20.075 19.687 0.539 0.381 0.199 3 0 RRc
scl-CEMV128  V403   ----- 00 59 25.43 -33 39 19.8 0.3572890 -- 20.458 20.185 19.748 0.484 0.397 0.242 0 1 RRc
scl-CEMV129  ----   ----- 00 59 25.39 -33 42 40.0 0.2682977 -- 20.400 20.208 19.949 0.220 0.177 0.071 4 0 RRc
scl-CEMV130  V357   ----- 00 59 26.09 -33 16 36.2 0.3125318 -- 20.402 20.191 19.832 0.696 0.712 0.425 0 1 RRc
scl-CEMV131  ----   ----- 00 59 26.06 -33 39 50.8 0.3305584 -- 20.208 20.018 19.667 0.170 0.141 0.131 4 0 RRc
scl-CEMV132  V211   ----- 00 59 26.72 -33 41 24.3 0.5005220 -- 20.516 20.238 19.814 1.601 1.284 0.638 0 1 RRab
scl-CEMV133  V259   ----- 00 59 26.94 -33 34 41.3 0.3699892 -- 20.273 20.052 19.638 0.587 0.531 0.251 0 1 RRc
scl-CEMV134  V504   ----- 00 59 27.65 -33 33 15.6 0.3868446 -- 20.382 20.100 19.629 0.551 0.441 0.263 0 1 RRc
scl-CEMV135  V1     ----- 00 59 27.71 -33 39 33.5 0.5072977 :: 20.609 20.162 19.622 1.052 1.252 1.028 3 0 RRab
scl-CEMV137  V390   ----- 00 59 27.63 -33 47 03.3 0.5806611 -- 20.580 20.235 19.696 1.084 0.803 0.571 3 0 RRab
scl-CEMV139  V262   ----- 00 59 28.23 -33 35 09.6 0.5921985 -- 20.466 20.165 19.652 1.181 1.049 0.620 0 1 RRab
scl-CEMV141  V316   ----- 00 59 28.87 -33 38 19.5 0.3643794 -- 20.424 20.167 19.732 0.473 0.454 0.351 2 0 RRd
scl-CEMV142  V209   ----- 00 59 29.09 -33 42 23.6 0.5396832 -- 20.548 20.218 19.760 1.291 0.989 0.496 3 0 RRab
scl-CEMV143  V124   ----- 00 59 29.52 -33 50 29.0 0.5396216 -- 20.545 20.221 19.717 1.276 1.104 0.729 0 1 RRab
scl-CEMV144  V123   ----- 00 59 29.83 -33 45 29.5 0.5661988 -- 20.457 20.190 19.725 1.348 1.072 0.667 0 1 RRab
scl-CEMV145  V122   ----- 00 59 30.06 -33 42 09.0 0.5830057 -- 20.434 20.151 19.656 1.078 0.934 0.576 0 1 RRab
scl-CEMV146  V2     ----- 00 59 30.39 -33 41 08.0 0.5382070 -- 20.430 20.146 19.726 1.038 0.776 0.404 2 0 RRab
scl-CEMV147  ----   ----- 00 59 30.85 -33 37 48.8 0.4998274 -- 20.542 20.275 19.817 1.572 1.336 0.761 0 1 RRab
scl-CEMV148  V519   ----- 00 59 31.49 -33 41 51.8 0.3597234 -- 20.443 20.193 19.720 0.497 0.406 0.273 0 1 RRc
scl-CEMV149  ----   ----- 00 59 31.73 -33 32 01.6 0.3504119 -- 20.511 20.222 19.763 0.517 0.420 0.217 2 0 RRc
scl-CEMV150  V121   ----- 00 59 31.91 -33 37 39.6 0.3225858 -- 20.368 20.152 19.793 0.613 0.521 0.478 3 0 RRc
scl-CEMV151  V207   ----- 00 59 31.96 -33 42 56.2 0.5030726 :  20.491 20.188 19.595 1.002 0.755 0.490 1 0 RRab
scl-CEMV152  ----   ----- 00 59 32.20 -33 39 57.6 0.3221932 -- 20.437 20.188 19.772 0.597 0.544 0.342 2 0 RRd
scl-CEMV153  V494   ----- 00 59 32.14 -33 47 41.8 0.3519466 -- 20.464 20.215 19.785 0.513 0.414 0.237 0 1 RRc
scl-CEMV154  V543   ----- 00 59 32.64 -33 24 53.0 0.771537  -- 20.473 20.086 19.460 0.464 0.339 0.197 0 1 RRab
scl-CEMV155  V347   ----- 00 59 32.60 -33 38 15.1 0.3524399 -- 20.194 19.982 19.604 0.840 0.706 0.443 0 1 RRc
scl-CEMV156  V120   ----- 00 59 32.73 -33 46 48.6 0.5543644 -- 20.480 20.177 19.708 1.455 1.157 0.692 0 1 RRab
scl-CEMV157  ----   ----- 00 59 32.96 -33 47 23.9 0.2624071 -- 20.374 20.202 19.903 0.135 0.101 0.064 4 0 RRc
scl-CEMV158  ----   ----- 00 59 33.71 -33 35 28.2 0.3555612 -- 20.455 20.221 19.782 0.584 0.451 0.251 0 1 RRc
scl-CEMV161  V509   ----- 00 59 33.95 -33 41 46.4 0.3966956 -- 20.463 20.143 19.661 0.510 0.375 0.090 1 0 RRd
scl-CEMV162  K1178  ----- 00 59 34.37 -33 35 34.9 0.4235951 -- 20.200 19.968 19.548 0.547 0.476 0.261 2 0 RRc
scl-CEMV163  V451   ----- 00 59 34.59 -33 42 34.1 0.7571306 -- 20.327 19.918 19.356 0.703 0.615 0.374 0 1 RRab
scl-CEMV165  V117   ----- 00 59 35.43 -33 47 45.3 0.6047884 -- 20.465 20.149 19.646 1.288 0.933 0.643 0 1 RRab
scl-CEMV166  V118   K1256 00 59 35.85 -33 35 57.5 0.5871927 -- 20.528 20.223 19.699 1.127 0.915 0.458 0 1 RRab
scl-CEMV167  V206   K853  00 59 36.18 -33 42 07.4 0.5193191 -- 20.493 20.205 19.716 0.917 0.655 0.371 0 1 RRab
scl-CEMV169  K1204  ----- 00 59 36.55 -33 38 29.3 0.2923236 -- 20.372 20.167 19.838 0.632 0.523 0.314 2 0 RRc
scl-CEMV170  K771   ----- 00 59 36.58 -33 41 40.5 0.8119659 -- 20.344 19.971 19.338 0.404 0.311 0.187 0 1 RRab
scl-CEMV171  V331   ----- 00 59 36.70 -33 51 32.1 1.214890  :: 21.686 20.384 19.214 0.283 0.186 0.215 1 0 RRab
scl-CEMV172  K493   ----- 00 59 36.98 -33 43 08.4 0.6868837 -- 20.432 20.088 19.499 1.137 0.915 0.599 0 1 RRab
scl-CEMV173  V205   ----- 00 59 37.21 -33 34 31.6 0.3588418 -- 20.445 20.183 19.749 0.583 0.508 0.391 0 1 RRc
scl-CEMV174  ----   ----- 00 59 37.39 -33 20 50.9 0.3461421 -- 20.263 20.058 19.729 0.601 0.497 0.292 0 1 RRc
scl-CEMV175  V116   K385  00 59 37.54 -33 43 10.9 0.6284553 -- 20.467 20.083 19.593 1.249 0.954 0.596 2 0 RRab
scl-CEMV176  V17    K356  00 59 37.49 -33 44 19.4 0.5694500 :  20.782 20.470 19.916 1.337 1.176 0.737 1 0 RRab
scl-CEMV177  K782   ----- 00 59 37.69 -33 41 19.8 0.4854909 -- 20.440 20.221 19.727 1.724 1.300 0.728 0 1 RRab
scl-CEMV178  V549   K462  00 59 37.63 -33 44 03.0 0.5249664 -- 20.551 20.227 19.758 1.441 1.160 0.646 0 1 RRab
scl-CEMV179  V317   ----- 00 59 37.98 -33 28 42.4 0.5785118 -- 20.335 20.111 19.635 1.541 1.247 0.727 0 1 RRab
scl-CEMV180  V388   K860  00 59 37.80 -33 41 46.9 0.3595277 -- 20.462 20.191 19.768 0.516 0.433 0.268 0 1 RRc
scl-CEMV182  V290   ----- 00 59 38.21 -33 25 22.6 0.3248987 -- 20.415 20.185 19.772 0.704 0.597 0.386 0 1 RRc
scl-CEMV183  K1164  ----- 00 59 38.39 -33 36 59.1 0.6061905 -- 20.595 20.246 19.697 0.890 0.759 0.352 0 1 RRab
scl-CEMV184  V387   K361  00 59 38.71 -33 44 00.9 0.29758836 -- 20.420 20.193 19.842 0.680 0.563 0.392 0 1 RRc
scl-CEMV185  V552   K321  00 59 38.90 -33 45 45.3 0.6017956 -- 20.484 20.137 19.613 1.165 0.893 0.519 0 1 RRab
scl-CEMV187  V114   ----- 00 59 39.44 -33 33 08.5 0.3813162 -- 20.411 20.100 19.681 0.539 0.517 0.269 2 0 RRd
scl-CEMV188  V330   ----- 00 59 39.84 -33 51 38.8 0.3022237 -- 20.349 20.176 19.849 0.503 0.415 0.246 0 1 RRc
scl-CEMV189  K71    ----- 00 59 40.41 -33 47 13.0 0.4349900 -- 20.297 20.021 19.550 0.513 0.384 0.253 0 1 RRc
scl-CEMV190  V441   ----- 00 59 40.40 -33 53 03.6 0.3537393 -- 20.457 20.201 19.758 0.498 0.424 0.253 2 0 RRd
scl-CEMV191  V113   K463  00 59 41.13 -33 43 59.7 0.5684214 -- 20.482 20.183 19.643 1.401 1.041 0.524 0 1 RRab
scl-CEMV192  ----   ----- 00 59 41.60 -33 33 55.2 0.3314081 -- 20.436 20.200 19.812 0.676 0.558 0.327 0 1 RRc
scl-CEMV193  V597   K1168 00 59 41.57 -33 36 24.4 0.4031196 -- 20.318 20.022 19.549 0.600 0.461 0.350 2 0 RRd
scl-CEMV195  V112   K33   00 59 41.99 -33 49 56.3 0.3093308 -- 20.279 20.064 19.775 0.528 0.385 0.284 3 0 RRd
scl-CEMV197  V111   K357  00 59 42.70 -33 44 12.9 0.5580228 -- 20.522 20.208 19.700 1.276 0.903 0.489 2 0 RRab
scl-CEMV198  V203   K416  00 59 42.70 -33 45 44.8 0.52601518 -- 20.550 20.212 19.764 1.528 1.204 0.628 0 1 RRab
scl-CEMV199  K793   ----- 00 59 42.88 -33 40 39.2 0.3599281 -- 20.443 20.168 19.722 0.507 0.398 0.240 0 1 RRc
scl-CEMV200  V508   K368  00 59 42.88 -33 43 45.8 0.3589494 -- 20.383 20.128 19.578 0.515 0.416 0.226 0 1 RRc
scl-CEMV201  K1149  ----- 00 59 43.10 -33 37 50.4 0.3236941 -- 20.247 20.054 19.742 0.150 0.122 0.069 4 0 RRc
scl-CEMV202  K763   ----- 00 59 43.28 -33 41 47.5 0.2931108 -- 20.363 20.148 19.830 0.663 0.537 0.368 2 0 RRc
scl-CEMV204  V4     K786  00 59 43.40 -33 41 01.2 0.27909006 -- 20.393 20.214 19.886 0.572 0.457 0.246 0 1 RRc
scl-CEMV205  V392   ----- 00 59 43.61 -33 31 56.5 0.3363944 -- 20.417 20.207 19.832 0.643 0.518 0.290 0 1 RRc
scl-CEMV206  V242   ----- 00 59 44.19 -33 22 24.0 0.69500   -- 20.284 19.987 19.454 1.181 0.974 0.540 0 1 RRab
scl-CEMV207  V234   K411  00 59 44.07 -33 45 47.4 0.2273371 :  20.373 20.176 19.847 0.369 0.308 0.228 1 0 RRc
scl-CEMV208  V110   K37   00 59 44.07 -33 49 29.8 0.5085475 -- 20.409 20.146 19.692 1.082 0.855 0.555 3 0 RRab
scl-CEMV209  V429   ----- 00 59 44.26 -33 58 44.2 0.3085019 -- 20.410 20.199 19.849 0.696 0.573 0.349 0 1 RRc
scl-CEMV210  V497   ----- 00 59 44.33 -33 25 50.3 0.3826635 -- 20.333 20.057 19.585 0.603 0.475 0.296 2 0 RRc
scl-CEMV211  V428   ----- 00 59 44.37 -34 01 26.7 0.5397082 -- 20.556 20.220 19.723 1.101 0.730 0.386 3 0 RRab
scl-CEMV212  V105   K753  00 59 44.91 -33 42 12.8 0.4899875 -- 20.508 20.215 19.815 1.358 1.293 0.714 0 1 RRab
scl-CEMV213  V533   ----- 00 59 45.02 -33 31 55.5 0.6654718 -- 20.404 20.062 19.512 1.172 0.840 0.671 0 1 RRab
scl-CEMV214  K1132  ----- 00 59 45.21 -33 38 56.3 0.6316118 -- 20.645 20.257 19.628 0.659 0.511 0.496 0 1 RRab
scl-CEMV215  V518   K366  00 59 45.07 -33 43 44.2 0.6850373 -- 20.487 20.113 19.534 0.792 0.583 0.355 0 1 RRab
scl-CEMV216  V104   K439  00 59 45.18 -33 44 32.0 0.4959264 -- 20.475 20.181 19.887 1.498 1.183 0.451 5 0 RRab
scl-CEMV217  ----   ----- 00 59 45.13 -33 49 56.0 0.3254433 -- 20.238 20.052 19.738 0.117 0.094 0.046 4 0 RRc
scl-CEMV218  V15    K1142 00 59 45.35 -33 38 11.2 0.6707995 -- 20.241 19.857 19.294 0.851 0.806 0.491 0 1 RRab
scl-CEMV219  K54    ----- 00 59 45.74 -33 47 44.7 0.6145016 -- 20.611 20.236 19.711 0.829 0.673 0.332 3 0 RRab
