P_days Wesenheit_mag galaxy_id
0.3984   21.0320   0
0.4370   21.0547   0
0.4012   21.0769   0
0.3992   21.1003   0
0.3472   21.2353   0
0.3584   21.2252   0
0.3288   21.1738   0
0.3795   21.0764   0
0.4286   21.1247   0
0.3492   21.2126   0
0.3435   21.2869   0
0.3680   21.1822   0
0.3423   21.2657   0
0.3766   21.2361   0
0.3729   21.2922   0
0.3854   21.2449   0
0.4428   21.0679   0
0.4303   21.0233   0
0.4419   21.0960   0
0.3585   21.2715   0
0.4007   20.9804   0
0.3747   21.1829   0
0.3265   21.2391   0
0.4098   21.1970   0
0.3877   21.1459   0
0.3441   21.2738   0
0.4127   21.1373   0
0.4350   21.0186   0
0.4041   21.1687   0
0.4225   21.0541   0
0.3240   23.9239   1
0.3379   23.7763   1
0.3589   23.7536   1
0.3306   23.9343   1
0.3384   23.8054   1
0.4188   23.7771   1
0.3282   23.8214   1
0.3708   23.8536   1
0.3380   23.9434   1
0.3278   23.8690   1
0.4002   23.6791   1
0.4300   23.6598   1
0.4129   23.6781   1
0.3854   23.7704   1
0.3367   23.9484   1
0.3318   23.8842   1
0.4456   23.7155   1
0.3744   23.7187   1
0.3867   23.6863   1
0.4137   23.8154   1
0.4286   23.6137   1
0.3975   23.7679   1
0.3225   23.9600   1
0.3995   23.6559   1
0.3734   23.7371   1
0.3504   23.7763   1
0.3940   23.8032   1
0.3193   23.9678   1
0.3204   23.8626   1
0.4095   23.6168   1
