0.3310   20.1943   0.0000   -1.9451   0.0001
0.3724   24.2642   1.0000   -1.0860   0.0001
0.2915   24.4925   1.0000   -0.8400   0.0001
0.3196   24.4028   1.0000   -0.9597   0.0001
0.3843   24.2722   1.0000   -0.8688   0.0001
0.3435   24.3262   1.0000   -1.0939   0.0001
0.3514   24.3006   1.0000   -1.1459   0.0001
0.2869   24.4903   1.0000   -0.9387   0.0001
0.3028   24.4737   1.0000   -0.7689   0.0001
0.3166   24.3644   1.0000   -1.2639   0.0001
0.3484   24.3579   1.0000   -0.8087   0.0001
0.3409   24.3618   1.0000   -0.8973   0.0001
0.2864   24.5856   1.0000   -0.3128   0.0001
0.3377   24.3638   1.0000   -0.9323   0.0001
0.3934   24.2129   1.0000   -1.1425   0.0001
0.3897   24.4032   1.0000   0.0764   0.0001
0.4139   24.0606   1.0000   -1.8933   0.0001
0.4435   24.2423   1.0000   -0.3202   0.0001
0.3676   24.3638   1.0000   -0.4904   0.0001
0.3724   24.2126   1.0000   -1.4305   0.0001
0.3902   24.3436   1.0000   -0.3148   0.0001
0.4438   24.1861   1.0000   -0.6934   0.0001
0.4076   24.1956   1.0000   -1.0732   0.0001
0.3219   24.3223   1.0000   -1.4593   0.0001
0.3104   24.4801   1.0000   -0.5969   0.0001
0.3379   24.3182   1.0000   -1.2322   0.0001
0.2916   24.3831   1.0000   -1.5689   0.0001
0.3310   24.3609   1.0000   -1.0565   0.0001
0.2931   24.4480   1.0000   -1.1107   0.0001
0.3020   24.4641   1.0000   -0.8466   0.0001
0.3632   24.3016   1.0000   -0.9681   0.0001
0.4277   22.6489   2.0000   -0.9262   0.0001
0.3870   22.6184   2.0000   -1.6495   0.0001
0.2845   22.8200   2.0000   -1.9115   0.0001
0.4120   22.6791   2.0000   -0.9206   0.0001
0.4432   22.6238   2.0000   -0.9099   0.0001
0.3143   22.6817   2.0000   -2.3137   0.0001
0.3080   22.8633   2.0000   -1.2077   0.0001
0.3808   22.4963   2.0000   -2.5489   0.0001
0.3606   22.7723   2.0000   -0.9919   0.0001
0.3312   22.6888   2.0000   -1.9935   0.0001
0.4369   22.6009   2.0000   -1.1345   0.0001
0.2885   22.8206   2.0000   -1.8341   0.0001
0.2969   22.8689   2.0000   -1.3602   0.0001
0.3961   22.5155   2.0000   -2.2170   0.0001
0.4435   22.5092   2.0000   -1.6671   0.0001
0.2906   22.8567   2.0000   -1.5566   0.0001
0.3546   22.7773   2.0000   -1.0461   0.0001
0.3484   22.8538   2.0000   -0.6295   0.0001
0.3260   22.8147   2.0000   -1.2363   0.0001
0.3364   22.7692   2.0000   -1.3778   0.0001
0.2892   22.7877   2.0000   -2.0407   0.0001
0.2892   22.7586   2.0000   -2.2359   0.0001
0.2996   22.8514   2.0000   -1.4315   0.0001
0.3332   22.7643   2.0000   -1.4588   0.0001
0.3089   22.8590   2.0000   -1.2226   0.0001
0.3270   22.8216   2.0000   -1.1742   0.0001
0.3430   22.7583   2.0000   -1.3462   0.0001
0.4210   22.4611   2.0000   -2.2601   0.0001
0.3074   22.8839   2.0000   -1.0803   0.0001
0.3061   22.8124   2.0000   -1.5793   0.0001
0.3348   22.6784   2.0000   -2.0043   0.0001
0.3061   22.7893   2.0000   -1.7340   0.0001
0.3309   22.6545   2.0000   -2.2260   0.0001
0.4061   22.5734   2.0000   -1.6987   0.0001
0.3937   22.6799   2.0000   -1.1513   0.0001
0.4047   22.5776   2.0000   -1.6905   0.0001
0.3754   22.5962   2.0000   -1.9574   0.0001
0.4387   22.5198   2.0000   -1.6557   0.0001
0.3360   22.7821   2.0000   -1.2962   0.0001
0.3826   22.5448   2.0000   -2.2013   0.0001
0.3303   22.6846   2.0000   -2.0362   0.0001
0.3740   22.6732   2.0000   -1.4631   0.0001
0.3263   22.6766   2.0000   -2.1514   0.0001
0.3818   22.7935   2.0000   -0.5541   0.0001
0.3962   22.6073   2.0000   -1.6033   0.0001
0.3555   22.6355   2.0000   -1.9801   0.0001
0.3247   22.7131   2.0000   -1.9353   0.0001
0.3805   22.6143   2.0000   -1.7682   0.0001
0.2902   22.8194   2.0000   -1.8116   0.0001
0.4387   22.3822   2.0000   -2.5724   0.0001
0.3685   22.7703   2.0000   -0.8948   0.0001
0.2861   22.8722   2.0000   -1.5344   0.0001
0.3471   22.7201   2.0000   -1.5403   0.0001
0.3675   22.7388   2.0000   -1.1177   0.0001
0.3438   22.6504   2.0000   -2.0540   0.0001
0.3426   22.6754   2.0000   -1.9058   0.0001
0.3189   22.8226   2.0000   -1.2979   0.0001
0.4212   22.5662   2.0000   -1.5588   0.0001
0.3981   22.6410   2.0000   -1.3542   0.0001
0.3419   22.7280   2.0000   -1.5667   0.0001
0.2996   22.8190   2.0000   -1.6473   0.0001
0.3448   22.8347   2.0000   -0.8099   0.0001
0.4002   22.6907   2.0000   -0.9938   0.0001
0.3266   22.5822   2.0000   -2.7760   0.0001
0.3177   22.9021   2.0000   -0.7865   0.0001
0.4003   22.7726   2.0000   -0.4473   0.0001
0.3754   22.7533   2.0000   -0.9108   0.0001
0.3492   22.7015   2.0000   -1.6338   0.0001
0.3554   22.6522   2.0000   -1.8712   0.0001
0.3733   22.7199   2.0000   -1.1627   0.0001
0.3895   22.5859   2.0000   -1.8362   0.0001
0.4266   22.5878   2.0000   -1.3486   0.0001
0.4358   22.5424   2.0000   -1.5376   0.0001
0.2873   22.9615   2.0000   -0.9176   0.0001
0.3024   22.8008   2.0000   -1.7214   0.0001
0.3793   22.6195   2.0000   -1.7480   0.0001
0.2875   22.8976   2.0000   -1.3375   0.0001
0.3271   22.9137   2.0000   -0.5597   0.0001
0.3577   22.7045   2.0000   -1.4862   0.0001
0.3560   22.6712   2.0000   -1.7349   0.0001
0.4299   22.6192   2.0000   -1.0979   0.0001
0.4282   22.6117   2.0000   -1.1676   0.0001
0.3385   22.6706   2.0000   -2.0024   0.0001
0.3461   22.6841   2.0000   -1.7947   0.0001
0.4050   22.6838   2.0000   -0.9784   0.0001
0.2889   22.8978   2.0000   -1.3126   0.0001
0.3117   22.6210   2.0000   -2.7615   0.0001
0.4239   22.6020   2.0000   -1.2857   0.0001
0.2909   22.9297   2.0000   -1.0634   0.0001
0.2852   22.8129   2.0000   -1.9454   0.0001
0.2824   22.9343   2.0000   -1.1881   0.0001
0.4353   22.6857   2.0000   -0.5905   0.0001
0.3181   22.8201   2.0000   -1.3285   0.0001
0.3474   22.6746   2.0000   -1.8395   0.0001
0.3227   22.7398   2.0000   -1.7879   0.0001
0.2859   22.8747   2.0000   -1.5201   0.0001
0.3254   22.8010   2.0000   -1.3378   0.0001
0.3038   22.8312   2.0000   -1.4952   0.0001
0.2997   22.8748   2.0000   -1.2758   0.0001
0.3036   22.8159   2.0000   -1.6001   0.0001
0.3671   22.6919   2.0000   -1.4363   0.0001
0.4032   22.6774   2.0000   -1.0442   0.0001
0.3721   22.5879   2.0000   -2.0591   0.0001
0.2962   22.8542   2.0000   -1.4723   0.0001
0.4175   22.5855   2.0000   -1.4738   0.0001
0.3526   22.7789   2.0000   -1.0663   0.0001
0.4012   22.5921   2.0000   -1.6400   0.0001
0.3418   22.7830   2.0000   -1.2001   0.0001
0.3002   22.9183   2.0000   -0.9753   0.0001
0.2978   22.7032   2.0000   -2.4515   0.0001
0.4006   22.6978   2.0000   -0.9423   0.0001
0.2941   22.7779   2.0000   -2.0193   0.0001
0.3401   22.6560   2.0000   -2.0736   0.0001
0.3802   22.4350   2.0000   -2.9664   0.0001
0.3224   22.7198   2.0000   -1.9282   0.0001
0.3578   22.6980   2.0000   -1.5291   0.0001
0.3753   22.6322   2.0000   -1.7183   0.0001
0.3228   22.7443   2.0000   -1.7579   0.0001
0.3983   22.5310   2.0000   -2.0829   0.0001
0.3837   22.7088   2.0000   -1.0930   0.0001
0.3657   22.7533   2.0000   -1.0474   0.0001
0.3974   22.6477   2.0000   -1.3176   0.0001
0.3706   22.5294   2.0000   -2.4699   0.0001
0.3433   22.9013   2.0000   -0.3900   0.0001
0.3175   22.8028   2.0000   -1.4532   0.0001
0.3137   22.8417   2.0000   -1.2568   0.0001
0.3058   22.7087   2.0000   -2.2758   0.0001
0.3171   22.7920   2.0000   -1.5324   0.0001
0.3264   22.8012   2.0000   -1.3200   0.0001
0.4004   22.5999   2.0000   -1.5971   0.0001
0.3715   22.7345   2.0000   -1.0906   0.0001
0.3585   22.7943   2.0000   -0.8765   0.0001
0.4300   22.4540   2.0000   -2.1984   0.0001
0.3502   22.7791   2.0000   -1.1016   0.0001
0.3654   22.7117   2.0000   -1.3295   0.0001
0.3087   22.8134   2.0000   -1.5290   0.0001
0.2847   22.7593   2.0000   -2.3121   0.0001
0.3458   22.8363   2.0000   -0.7867   0.0001
0.3850   22.6711   2.0000   -1.3283   0.0001
0.4378   22.4067   2.0000   -2.4183   0.0001
0.2918   22.8395   2.0000   -1.6482   0.0001
0.2925   22.8802   2.0000   -1.3630   0.0001
0.3976   22.6540   2.0000   -1.2734   0.0001
0.3243   22.7657   2.0000   -1.5905   0.0001
0.4314   22.5778   2.0000   -1.3559   0.0001
0.4138   22.7436   2.0000   -0.4672   0.0001
0.4042   22.7188   2.0000   -0.7534   0.0001
0.3900   22.5597   2.0000   -2.0014   0.0001
0.2824   22.8388   2.0000   -1.8251   0.0001
0.3241   22.7676   2.0000   -1.5823   0.0001
0.3742   22.5323   2.0000   -2.4012   0.0001
0.3181   22.6897   2.0000   -2.1973   0.0001
0.2931   22.7329   2.0000   -2.3375   0.0001
0.2872   22.7841   2.0000   -2.1005   0.0001
0.4349   22.6500   2.0000   -0.8318   0.0001
0.3725   22.6029   2.0000   -1.9543   0.0001
0.4253   22.4864   2.0000   -2.0402   0.0001
0.3827   22.7119   2.0000   -1.0852   0.0001
0.4131   22.5525   2.0000   -1.7513   0.0001
0.3316   22.7892   2.0000   -1.3173   0.0001
0.3735   22.6101   2.0000   -1.8907   0.0001
0.4019   22.4723   2.0000   -2.4276   0.0001
0.3952   22.6557   2.0000   -1.2928   0.0001
0.3784   22.5381   2.0000   -2.3024   0.0001
0.3963   22.5803   2.0000   -1.7819   0.0001
0.3625   22.6334   2.0000   -1.8931   0.0001
0.4401   22.5511   2.0000   -1.4290   0.0001
0.3927   22.5843   2.0000   -1.8046   0.0001
0.3696   22.6636   2.0000   -1.5905   0.0001
0.3384   22.6249   2.0000   -2.3069   0.0001
0.3943   22.7725   2.0000   -0.5265   0.0001
0.4201   22.4829   2.0000   -2.1267   0.0001
0.4313   22.6427   2.0000   -0.9260   0.0001
0.2897   22.8748   2.0000   -1.4517   0.0001
0.3687   22.6856   2.0000   -1.4562   0.0001
0.3418   22.7608   2.0000   -1.3494   0.0001
0.2925   22.7148   2.0000   -2.4668   0.0001
0.4300   22.6273   2.0000   -1.0435   0.0001
0.2983   22.8022   2.0000   -1.7821   0.0001
0.3465   22.8142   2.0000   -0.9214   0.0001
0.4140   22.5730   2.0000   -1.6023   0.0001
0.3696   22.6448   2.0000   -1.7139   0.0001
0.3122   22.7080   2.0000   -2.1723   0.0001
0.3580   22.6404   2.0000   -1.9094   0.0001
0.2838   22.9114   2.0000   -1.3155   0.0001
0.3755   22.5626   2.0000   -2.1806   0.0001
0.3163   22.6456   2.0000   -2.5219   0.0001
0.3727   22.6022   2.0000   -1.9554   0.0001
0.3049   22.8864   2.0000   -1.1066   0.0001
0.3437   22.8634   2.0000   -0.6360   0.0001
0.4338   22.4970   2.0000   -1.8654   0.0001
0.4392   22.4220   2.0000   -2.3011   0.0001
0.4200   22.5474   2.0000   -1.6982   0.0001
0.4439   22.5436   2.0000   -1.4347   0.0001
0.4314   22.5954   2.0000   -1.2377   0.0001
0.3248   22.9342   2.0000   -0.4593   0.0001
0.3492   22.7342   2.0000   -1.4132   0.0001
0.3162   22.9190   2.0000   -0.6989   0.0001
0.2933   22.8188   2.0000   -1.7581   0.0001
0.3412   22.7422   2.0000   -1.4834   0.0001
0.3197   22.7418   2.0000   -1.8231   0.0001
0.3152   22.7466   2.0000   -1.8667   0.0001
